iter	RMSE
794	1.649618589
795	1.647908207
796	1.645040386
797	1.64369609
798	1.638634577
799	1.637295722
800	1.636570839
801	1.635239338
802	1.634517675
803	1.629514488
804	1.628189618
805	1.627473145
806	1.623247522
807	1.621933842
808	1.621223324
809	1.61704477
810	1.615742185
811	1.615037574
812	1.609376727
813	1.608677279
814	1.60797974
815	1.602392803
816	1.601700366
817	1.601009823
818	1.595495919
819	1.594810417
820	1.589652402
821	1.588971853
822	1.588293179
823	1.582914484
824	1.582240742
825	1.581568863
826	1.576540784
827	1.57587375
828	1.570627288
829	1.569965084
830	1.569304724
831	1.564400704
832	1.563745093
833	1.558627932
834	1.557977051
835	1.557327997
836	1.552278283
837	1.551633907
838	1.550991347
839	1.546270383
840	1.545632428
841	1.540707644
842	1.540074275
843	1.539442705
844	1.534838954
845	1.533816153
846	1.531075729
847	1.530062153
848	1.527351548
849	1.526347109
850	1.523950698
851	1.522954064
852	1.518465444
853	1.517479193
854	1.513048047
855	1.512072054
856	1.509435747
857	1.508468526
858	1.505860941
859	1.504902413
860	1.502323267
861	1.501373353
862	1.494312714
863	1.493373707
864	1.490840456
865	1.488553937
866	1.487626065
867	1.486702493
868	1.484206764
869	1.483291479
870	1.476435526
871	1.475527919
872	1.474624525
873	1.473724694
874	1.472828007
875	1.468686327
876	1.467798315
877	1.463709904
878	1.462830072
879	1.458794313
880	1.457922972
881	1.454374682
882	1.453509436
883	1.452648222
884	1.447872476
885	1.447016229
886	1.446162486
887	1.445312609
888	1.444465218
889	1.441010217
890	1.440169663
891	1.436757426
892	1.43592359
893	1.430844522
894	1.430015859
895	1.429190191
896	1.428367733
897	1.425022049
898	1.424204556
899	1.423390924
900	1.420087719
901	1.419279848
902	1.41585146
903	1.415051361
904	1.414253999
905	1.411013656
906	1.410221153
907	1.405294544
908	1.403240166
909	1.400062688
910	1.398048252
911	1.395947043
912	1.393951405
913	1.391869419
914	1.388580988
915	1.386621085
916	1.384559987
917	1.382554702
918	1.380616631
919	1.378575541
920	1.375364632
921	1.373388231
922	1.37148843
923	1.369468967
924	1.364770126
925	1.362819791
926	1.359830523
927	1.356875456
928	1.355019758
929	1.35318159
930	1.351207447
931	1.3469392
932	1.34513014
933	1.343338149
934	1.34139225
935	1.339616751
936	1.337858015
937	1.335929397
938	1.331794047
939	1.330063152
940	1.326980742
941	1.325271034
942	1.322230239
943	1.320541489
944	1.320058373
945	1.317058649
946	1.315392116
947	1.314912505
948	1.313263193
949	1.310308791
950	1.308679808
951	1.30820511
952	1.305290743
953	1.303518398
954	1.300643747
955	1.298894657
956	1.298424923
957	1.295589456
958	1.294728209
959	1.293872245
960	1.293018996
961	1.292170478
962	1.289370322
963	1.288524176
964	1.287683224
965	1.286844761
966	1.284078203
967	1.283244251
968	1.282413587
969	1.281586886
970	1.280763447
971	1.278945777
972	1.274714746
973	1.272917385
974	1.270208257
975	1.267531862
976	1.266716733
977	1.266110317
978	1.265301475
979	1.26469912
980	1.263894937
981	1.262126742
982	1.25840283
983	1.255773136
984	1.254313606
985	1.251715015
986	1.251276461
987	1.248709366
988	1.248112365
989	1.247518116
990	1.246926602
991	1.24633781
992	1.245751725
993	1.244967886
994	1.244186712
995	1.242460386
996	1.23991758
997	1.239336825
998	1.238758744
999	1.236243028
1000	1.2356657
1001	1.234893619
1002	1.234320154
1003	1.230760886
1004	1.228286884
1005	1.227716321
1006	1.226953688
1007	1.22638759
1008	1.225628919
1009	1.223942382
1010	1.221497593
1011	1.220934849
1012	1.220374701
1013	1.219623807
1014	1.21796041
1015	1.215946114
1016	1.213533319
1017	1.211149983
1018	1.210592982
1019	1.210038554
1020	1.209296974
1021	1.208746266
1022	1.208008887
1023	1.205649676
1024	1.205101503
1025	1.204555863
1026	1.204012743
1027	1.203431913
1028	1.202853954
1029	1.201260748
1030	1.199287402
1031	1.196958778
1032	1.196421545
1033	1.195698869
1034	1.193397559
1035	1.192862172
1036	1.192293945
1037	1.191728518
1038	1.190126045
1039	1.186351734
1040	1.184798995
1041	1.183227698
1042	1.181298878
1043	1.179051402
1044	1.176858957
1045	1.17374243
1046	1.17239147
1047	1.170484467
1048	1.167437959
1049	1.165548524
1050	1.165158614
1051	1.164770364
1052	1.164383753
1053	1.163055442
1054	1.162670862
1055	1.161355611
1056	1.160973055
1057	1.159670724
1058	1.158160875
1059	1.156666792
1060	1.15480761
1061	1.154427323
1062	1.154048678
1063	1.151923776
1064	1.150448562
1065	1.148988772
1066	1.147147647
1067	1.146770868
1068	1.144674308
1069	1.144299144
1070	1.143146663
1071	1.142772351
1072	1.141628692
1073	1.139805424
1074	1.139432288
1075	1.139060778
1076	1.136989161
1077	1.136619249
1078	1.135484388
1079	1.133677783
1080	1.13330903
1081	1.130999637
1082	1.130632465
1083	1.129506687
1084	1.127715596
1085	1.127349577
1086	1.125069716
1087	1.122191049
1088	1.120414592
1089	1.120049378
1090	1.119685745
1091	1.11932367
1092	1.118081191
1093	1.117721039
1094	1.116609243
1095	1.116249911
1096	1.11514663
1097	1.113392564
1098	1.113034374
1099	1.112677748
1100	1.112322663
1101	1.11009218
1102	1.108996994
1103	1.107125572
1104	1.10538909
1105	1.105034699
1106	1.104681842
1107	1.101812201
1108	1.099447686
1109	1.096803588
1110	1.095000399
1111	1.094652287
1112	1.094305722
1113	1.093960682
1114	1.0911962
1115	1.089494482
1116	1.089150227
1117	1.088807486
1118	1.088466236
1119	1.085634815
1120	1.084018971
1121	1.083680484
1122	1.080959633
1123	1.079281465
1124	1.078943755
1125	1.078607533
1126	1.078272776
1127	1.077939463
1128	1.075157013
1129	1.073402076
1130	1.071746995
1131	1.069070408
1132	1.067494686
1133	1.067164793
1134	1.066836353
1135	1.066509347
1136	1.063887307
1137	1.062253398
1138	1.061927154
1139	1.061602333
1140	1.061278914
1141	1.058530465
1142	1.056820204
1143	1.056499547
1144	1.053919672
1145	1.052308895
1146	1.05198899
1147	1.051670477
1148	1.051353335
1149	1.050921339
1150	1.049775881
1151	1.047075303
1152	1.045546774
1153	1.043960113
1154	1.042217783
1155	1.041905076
1156	1.04147846
1157	1.038954676
1158	1.037384863
1159	1.037074451
1160	1.036765392
1161	1.036343882
1162	1.035924553
1163	1.034277012
1164	1.031619322
1165	1.030134634
1166	1.02846706
1167	1.025991356
1168	1.024342539
1169	1.022705995
1170	1.022403572
1171	1.022102495
1172	1.021802744
1173	1.021504299
1174	1.02109605
1175	1.020689917
1176	1.018276852
1177	1.016759685
1178	1.016464868
1179	1.016062138
1180	1.01344592
1181	1.010591093
1182	1.00834499
1183	1.006901345
1184	1.005321931
1185	1.003105952
1186	1.001256861
1187	0.9990677521
1188	0.9976660537
1189	0.99550266
1190	0.9938659929
1191	0.9922460669
1192	0.9903017523
1193	0.9881688096
1194	0.9863789805
1195	0.9842718166
1196	0.982507014
1197	0.9804252895
1198	0.9785294488
1199	0.976472672
1200	0.9754191081
1201	0.9736934684
1202	0.971663406
1203	0.9698095906
1204	0.9668877812
1205	0.9650692018
1206	0.9630734836
1207	0.9603134619
1208	0.9583401512
1209	0.9565629191
1210	0.9534508034
1211	0.9526921929
1212	0.9507489497
1213	0.9466738284
1214	0.945021949
1215	0.9440188351
1216	0.9421054373
1217	0.9381046963
1218	0.93647543
1219	0.9354819196
1220	0.9344939478
1221	0.9326114098
1222	0.92868146
1223	0.9276984143
1224	0.9261004948
1225	0.9242465762
1226	0.9203882598
1227	0.9194145876
1228	0.9184463973
1229	0.917483657
1230	0.9159164655
1231	0.913877386
1232	0.9100804015
1233	0.9085308532
1234	0.9067224512
1235	0.9029969245
1236	0.9020494724
1237	0.9011073833
1238	0.8993243256
1239	0.8982124437
1240	0.8972774056
1241	0.8963476701
1242	0.8926971493
1243	0.8913223632
1244	0.8903995527
1245	0.8886451063
1246	0.8868991885
1247	0.8840616345
1248	0.8804856203
1249	0.8795744839
1250	0.878089812
1251	0.8763680737
1252	0.8752942432
1253	0.8743940547
1254	0.872690173
1255	0.869190698
1256	0.867488849
1257	0.8665522385
1258	0.86487124
1259	0.8621489364
1260	0.8614607552
1261	0.8597884468
1262	0.8563620748
1263	0.8554368904
1264	0.8545177653
1265	0.8536046579
1266	0.8529243999
1267	0.8522470335
1268	0.8506014041
1269	0.8495625107
1270	0.8487019374
1271	0.8453858341
1272	0.8437536405
1273	0.8428561427
1274	0.8412347361
1275	0.839624489
1276	0.8370164917
1277	0.8363515429
1278	0.8330615727
1279	0.8321750464
1280	0.8315189015
1281	0.830275267
1282	0.8296250228
1283	0.8280351873
1284	0.8270306376
1285	0.8261559549
1286	0.8243828744
1287	0.8212016906
1288	0.8203332593
1289	0.8196882692
1290	0.8190459527
1291	0.8181849786
1292	0.8175461716
1293	0.8169100137
1294	0.8159223238
1295	0.8150689671
1296	0.8135113148
1297	0.8103552173
1298	0.8088185376
1299	0.8079733087
1300	0.8073452882
1301	0.8064895107
1302	0.8056935163
1303	0.805068262
1304	0.8025991785
1305	0.8019762689
1306	0.8013559455
1307	0.7998300705
1308	0.7967466935
1309	0.795916416
1310	0.7953012941
1311	0.7944773864
1312	0.79386563
1313	0.7930248308
1314	0.7924148898
1315	0.7918074833
1316	0.7901050655
1317	0.7891557834
1318	0.7874829588
1319	0.7844676233
1320	0.7836549601
1321	0.7830514908
1322	0.7824505256
1323	0.7818520545
1324	0.7810276538
1325	0.7804309592
1326	0.7789508861
1327	0.7781491342
1328	0.7752337041
1329	0.7744205564
1330	0.7729754795
1331	0.7723186923
1332	0.7715135227
1333	0.7708603244
1334	0.7694073878
1335	0.7686100756
1336	0.7671913715
1337	0.7648849063
1338	0.7642981002
1339	0.7637137395
1340	0.7608309533
1341	0.7602502027
1342	0.7596718707
1343	0.7582456478
1344	0.7576055237
1345	0.756822273
1346	0.7561856304
1347	0.7554078171
1348	0.75383137
1349	0.7516918813
1350	0.7511173014
1351	0.7505451191
1352	0.7499753243
1353	0.749407907
1354	0.7466119543
1355	0.7459843594
1356	0.7452149769
1357	0.7445907941
1358	0.7438267566
1359	0.7432059689
1360	0.7421856068
1361	0.7414267538
1362	0.7408100834
1363	0.7400565054
1364	0.7390000664
1365	0.7382515788
1366	0.7373377928
1367	0.736335512
1368	0.7357247693
1369	0.7349814172
1370	0.734075309
1371	0.7330826221
1372	0.7323444162
1373	0.7317388349
1374	0.7307110587
1375	0.7299777748
1376	0.7290799611
1377	0.727763996
1378	0.7267909414
1379	0.7260648588
1380	0.7254677096
1381	0.724460201
1382	0.7237389647
1383	0.7228511305
1384	0.7201751019
1385	0.7195822306
1386	0.7188124212
1387	0.7178594531
1388	0.7171509265
1389	0.7162699511
1390	0.715682308
1391	0.7147384548
1392	0.7140347853
1393	0.7131612228
1394	0.7124625675
1395	0.7115268977
1396	0.7102567741
1397	0.7093308954
1398	0.708638902
1399	0.7077738918
1400	0.7071110842
1401	0.7051295765
1402	0.7044713761
1403	0.7029103723
1404	0.7020560735
1405	0.6994221301
1406	0.6988507094
1407	0.6981701048
1408	0.6966340357
1409	0.6957860925
1410	0.6948896396
1411	0.694047653
1412	0.6933731946
1413	0.692484703
1414	0.6919215628
1415	0.6912517018
1416	0.6904168648
1417	0.6895369166
1418	0.6869608379
1419	0.6864014296
1420	0.6853271039
1421	0.6846257271
1422	0.6837570463
1423	0.6826939066
1424	0.6818320786
1425	0.6807804258
1426	0.6799253613
1427	0.6792282758
1428	0.6781874219
1429	0.6773394913
1430	0.6766489184
1431	0.6758095868
1432	0.6751610897
1433	0.6744720574
1434	0.6724173936
1435	0.6713895601
1436	0.6699483751
1437	0.6680947615
1438	0.6660902621
1439	0.6646829292
1440	0.6621820859
1441	0.6615073004
1442	0.6601204713
1443	0.659320266
1444	0.6573765579
1445	0.6566079173
1446	0.655846005
1447	0.6540587675
1448	0.6532708086
1449	0.6508351476
1450	0.6498275407
1451	0.6484767754
1452	0.6465843055
1453	0.6458387009
1454	0.6453169031
1455	0.6440005477
1456	0.6432638882
1457	0.6408738759
1458	0.6400986959
1459	0.6394810706
1460	0.638711014
1461	0.6374165279
1462	0.6369317383
1463	0.6359259517
1464	0.6354441968
1465	0.634680453
1466	0.6342013905
1467	0.6335868881
1468	0.6331092996
1469	0.6314131858
1470	0.6309382076
1471	0.6304652423
1472	0.6298541267
1473	0.628045559
1474	0.6270627118
1475	0.6265934551
1476	0.6258421101
1477	0.6253754811
1478	0.6244054876
1479	0.6239417844
1480	0.6234800527
1481	0.6220676813
1482	0.6213230024
1483	0.6190230093
1484	0.6185650503
1485	0.6171678407
1486	0.6167118968
1487	0.6159729129
1488	0.6155195203
1489	0.6141348658
1490	0.6134461259
1491	0.6129963543
1492	0.6113825414
1493	0.6109352474
1494	0.6095665581
1495	0.6091212325
1496	0.6086777935
1497	0.6077407509
1498	0.6073001005
1499	0.6065725653
1500	0.605217429
1501	0.6036476406
1502	0.6032100965
1503	0.6027744061
1504	0.6023405614
1505	0.6010013778
1506	0.6005694454
1507	0.6001393415
1508	0.5979456849
1509	0.5974534466
1510	0.5961296139
1511	0.5954131366
1512	0.5949870342
1513	0.5945627346
1514	0.5933386286
1515	0.5926857556
1516	0.591341748
1517	0.5905642763
1518	0.5892637819
1519	0.5886190762
1520	0.5866102312
1521	0.5859726511
1522	0.5847707941
1523	0.5838735839
1524	0.5832432737
1525	0.582831649
1526	0.5822083031
1527	0.5809271452
1528	0.5802677141
1529	0.5796869432
1530	0.5788059074
1531	0.578399019
1532	0.5777166325
1533	0.5770602743
1534	0.576655376
1535	0.5762521991
1536	0.5753823665
1537	0.5749119631
1538	0.5729668919
1539	0.5717049897
1540	0.5711381805
1541	0.5705759927
1542	0.5701098315
1543	0.5694633883
1544	0.5686089993
1545	0.5681453477
1546	0.5677499779
1547	0.5672893425
1548	0.5660437605
1549	0.5641418009
1550	0.5624916686
1551	0.5620997158
1552	0.5617094478
1553	0.5612536789
1554	0.5608655346
1555	0.5603214095
1556	0.5596862078
1557	0.5588541899
1558	0.5584019583
1559	0.5580172422
1560	0.5575679506
1561	0.5569362317
1562	0.5564892574
1563	0.5561067811
1564	0.5554797245
1565	0.5550354671
1566	0.5539048116
1567	0.553082293
1568	0.5512359486
1569	0.5496512606
1570	0.5492728161
1571	0.5488960148
1572	0.5484571439
1573	0.5480823991
1574	0.5472783669
1575	0.5468424332
1576	0.5464704708
1577	0.5460373515
1578	0.5442287097
1579	0.5426827306
1580	0.5423138305
1581	0.5419465458
1582	0.5415171438
1583	0.5411518738
1584	0.5403668097
1585	0.5399402795
1586	0.5393263734
1587	0.5389635341
1588	0.538539619
1589	0.5379302423
1590	0.5375691097
1591	0.536386477
1592	0.5348883841
1593	0.5345285473
1594	0.5341094242
1595	0.5335081364
1596	0.5331499981
1597	0.5325561031
1598	0.5319588689
1599	0.5312521681
1600	0.5308373133
1601	0.52909101
1602	0.5283238918
1603	0.5279109328
1604	0.5273258163
1605	0.5269733899
1606	0.525514695
1607	0.5251633878
1608	0.5248136456
1609	0.5244654601
1610	0.5238767051
1611	0.5228395596
1612	0.5222596283
1613	0.5215112502
1614	0.5209350982
1615	0.5192358493
1616	0.518022802
1617	0.5176798964
1618	0.5171088855
1619	0.5161009055
1620	0.5153639761
